Table 1.7 Net overseas migration by country of birth, Tasmania, 2004-05 to 2024-25(a)(b),,,,,,,,,,,,,,,,,,,,,,
SACC code(c),Country of birth(c),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25(d)
3105,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,0,0,20,0,0,0,10,10,10,0,0,0,0,0,0,0,0,-10,10,20,10
3201,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,Bosnia/Herzegov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,Croatia,0,-10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
3205,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,Greece,0,10,10,0,0,0,10,10,20,10,0,0,10,0,0,10,-10,-10,0,0,0
3208,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,Romania,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
3212,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
3302,Czechia,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,-10
3303,Estonia,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,10,10,0,0
3304,Hungary,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3305,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,Poland,10,10,0,-10,0,0,0,10,-10,0,10,0,0,0,10,0,-10,0,-10,10,0
3308,Russia,0,10,0,10,10,10,10,10,10,10,0,0,0,10,10,20,0,0,10,0,0
3311,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,Ukraine,0,0,0,10,10,0,0,0,0,10,10,0,0,10,10,10,0,20,10,0,0
4101,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,Egypt,10,10,0,10,10,0,0,0,20,0,0,10,0,20,50,40,0,10,20,10,0
4103,Libya,0,0,0,0,0,0,20,10,0,-10,0,0,0,0,0,0,0,0,0,0,0
4104,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,Sudan,170,80,40,30,20,20,10,20,30,0,10,10,10,20,30,60,0,0,20,0,20
4106,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
4201,Bahrain,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,0,0,20,10,20,10,10,30,40,200,120,100,110,90,20,40,0,40,70,70,40
4204,Iraq,0,0,20,10,10,10,10,10,40,10,10,10,70,10,30,20,0,10,0,10,0
4205,Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
4206,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,Kuwait,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,20
4208,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,10,10
4211,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,Qatar,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10
4213,Saudi Arabia,10,10,10,80,100,10,-10,0,-10,-20,-30,0,0,10,10,-20,-10,10,20,30,50
4214,Syria,0,0,0,10,0,0,10,0,10,0,0,0,80,70,110,0,0,0,20,10,10
4215,Türkiye,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,10,0
4216,Unit Arab Emir,0,0,0,10,0,0,0,0,10,20,-10,20,10,0,0,-10,0,30,20,10,40
4217,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,Myanmar,0,10,50,30,60,70,40,20,50,10,20,50,30,30,50,30,0,30,100,40,40
5102,Cambodia,0,0,0,10,0,0,10,10,0,0,0,10,10,0,10,10,0,10,10,0,0
5103,Laos,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,Thailand,20,40,40,20,70,70,-10,10,30,20,10,40,70,40,40,40,-10,40,100,60,40
5105,Vietnam,20,10,30,40,30,20,20,0,20,30,50,50,50,100,130,90,-30,90,170,120,80
5201,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,Indonesia,0,10,20,10,30,20,10,10,30,10,30,10,20,20,30,40,-10,40,90,70,50
5203,Malaysia,70,30,80,90,100,60,40,120,10,40,60,180,100,50,0,20,-50,50,70,40,20
5204,Philippines,60,60,50,60,70,70,50,90,90,50,70,90,70,110,150,100,10,80,320,270,230
5205,Singapore,30,0,20,40,20,20,40,60,40,10,30,40,10,40,-10,-40,-20,40,10,0,10
5206,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,110,50,100,110,50
6101,China,250,270,280,310,330,350,110,150,150,180,280,410,650,700,600,-310,-400,230,260,140,40
6102,Hong Kong,30,0,10,20,30,10,0,20,20,30,20,0,10,50,70,90,-20,110,60,40,40
6103,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
6105,Taiwan,0,10,20,10,0,-10,-40,80,70,40,0,0,30,50,20,-40,-60,10,110,110,0
6201,Japan,30,40,-10,0,0,-10,-10,10,30,30,20,0,-10,10,-20,-20,-10,20,40,60,-10
6202,Korea, North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,Korea, South,50,30,40,80,40,30,-40,-10,-20,-70,-20,10,30,80,10,-40,-30,10,20,30,10
7101,Bangladesh,0,10,0,10,10,10,10,10,20,10,20,30,30,50,40,30,0,50,180,340,170
7102,Bhutan,0,0,0,20,80,80,140,110,120,140,20,40,100,50,30,20,0,0,40,20,10
7103,India,80,100,170,190,190,110,70,100,120,160,340,170,230,330,670,490,-50,560,940,670,730
7104,Maldives,0,0,0,0,-10,0,0,0,0,10,10,-10,0,0,0,0,0,0,0,0,0
7105,Nepal,0,0,10,10,50,50,90,90,130,190,240,70,140,130,220,220,-20,250,530,380,190
7106,Pakistan,20,10,20,0,20,20,30,30,40,130,40,90,40,90,150,100,-40,140,230,220,110
7107,Sri Lanka,10,20,20,20,30,30,10,20,50,20,20,40,30,60,50,50,10,70,240,240,130
7201,Afghanistan,10,10,10,20,20,10,10,10,20,270,90,80,90,80,40,20,0,40,100,90,90
7202,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7203,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7204,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
7206,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,Canada,10,20,20,30,0,20,30,10,30,20,10,30,20,10,10,30,-10,0,40,20,10
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,40,10,20,40,0,50,40,40,20,40,40,30,10,10,40,60,-20,20,30,30,40
8201,Argentina,0,0,0,0,0,0,0,10,0,0,0,10,0,0,20,20,-10,10,40,60,10
8202,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8203,Brazil,0,10,0,10,0,0,10,10,10,0,10,0,10,10,20,10,-10,10,40,10,10
8204,Chile,0,10,0,0,10,10,10,10,0,-10,0,0,0,20,10,10,0,10,40,30,0
8205,Colombia,0,0,0,0,0,10,10,10,0,0,0,10,10,20,10,40,0,10,70,10,-20
8206,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8213,Peru,0,0,0,10,10,0,0,0,0,0,0,10,0,10,10,10,0,0,0,10,10
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
8216,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8299,S America, nec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8303,El Salvador,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8304,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8305,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8306,Mexico,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,10,0,0,10,10,0
8307,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8308,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,Virgin Is, Brit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,Virgin Is, US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,Congo, Rep,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9108,Congo, Dem Rep,0,0,10,40,10,40,20,30,0,0,0,0,0,0,0,0,0,0,0,10,20
9111,Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Ghana,0,0,10,0,0,0,0,10,10,10,0,0,0,0,10,10,0,10,10,10,20
9116,Guinea,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,10,10,20,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,0,10,10,10,20,10,10,10,20,10,20,30,20,20,40,40,0,90,100,90,30
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9127,Sierra Leone,40,40,20,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
9203,Burundi,0,20,20,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9206,Eritrea,0,0,0,10,10,10,20,20,10,0,20,20,20,50,60,90,0,0,30,20,10
9207,Ethiopia,30,20,40,20,20,20,10,70,10,10,20,40,60,70,90,70,0,10,30,40,20
9208,Kenya,10,10,10,0,10,10,10,10,10,0,0,20,20,50,60,30,0,10,30,90,30
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9213,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9214,Mauritius,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9217,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,Rwanda,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9224,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
9225,South Africa,40,70,50,80,180,70,50,30,40,10,20,20,30,70,70,70,20,70,110,130,60
9226,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9227,Tanzania,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9228,Uganda,0,10,10,0,0,10,10,10,0,0,0,0,10,0,0,10,0,10,10,0,0
9231,Zambia,0,0,0,0,0,0,20,0,10,0,0,0,10,0,0,0,0,0,10,0,0
9232,Zimbabwe,20,30,30,30,30,20,0,10,0,0,10,0,10,10,10,10,10,10,30,30,50
9299,S & E Afr, nec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,Total Australian-born,-160,-100,-190,-80,70,20,-50,-90,-100,-30,-220,-80,-120,-60,-30,490,40,10,-250,-210,-250
,Total overseas-born,1 400,1 450,1 630,1 920,2 060,1 660,1 040,1 620,1 710,1 830,1 750,1 850,2 460,2 860,3 210,3 150,-350,3 420,5 050,4 360,2 970
,,,,,,,,,,,,,,,,,,,,,,
,Total,1 240,1 350,1 440,1 840,2 130,1 680,990,1 520,1 620,1 800,1 520,1 770,2 340,2 800,3 190,3 640,-320,3 440,4 800,4 140,2 720
,,,,,,,,,,,,,,,,,,,,,,
© Commonwealth of Australia 2025,,,,,,,,,,,,,,,,,,,,,,
