Table 1.9 Net overseas migration by country of birth, Australian Capital Territory, 2004-05 to 2024-25(a)(b),,,,,,,,,,,,,,,,,,,,,,
SACC code(c),Country of birth(c),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25(d)
3105,Malta,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,Portugal,0,10,0,0,0,10,10,10,10,10,10,-10,0,0,0,0,0,0,0,0,0
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,0,0,0,0,0,0,10,20,20,0,0,0,10,-10,10,10,0,-10,10,20,0
3201,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,Bosnia/Herzegov,0,-10,-10,10,0,0,0,0,0,0,-10,0,0,0,0,10,0,-10,-10,0,0
3203,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
3204,Croatia,-10,-10,0,0,0,0,10,0,0,0,10,10,0,0,0,10,-10,0,0,0,0
3205,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,North Macedonia,10,0,10,10,0,10,0,0,10,10,10,0,10,-10,0,0,-10,0,0,0,0
3207,Greece,0,0,0,0,-10,10,10,10,20,20,10,10,10,10,-10,10,-10,-10,-10,0,-10
3208,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,Romania,0,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,10,0
3212,Slovenia,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Serbia,10,10,0,10,0,10,10,10,0,10,10,0,10,0,0,10,-10,-10,0,0,0
3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,Czechia,0,0,0,10,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,10
3303,Estonia,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
3304,Hungary,-10,0,0,0,-10,0,0,0,10,0,0,0,0,-10,0,0,0,0,0,0,0
3305,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,Lithuania,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
3307,Poland,-10,0,0,0,10,10,0,10,0,10,0,-10,10,0,10,10,0,-10,10,10,-10
3308,Russia,10,10,10,20,20,10,10,10,20,10,10,10,10,20,20,20,-10,10,20,10,10
3311,Slovakia,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,Ukraine,10,0,0,0,10,10,10,10,10,10,10,0,0,10,0,0,0,50,30,10,10
4101,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,Egypt,0,10,10,10,0,10,30,10,30,30,30,20,20,30,20,20,0,40,30,20,20
4103,Libya,0,0,0,0,0,20,10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,Morocco,0,0,0,0,10,0,0,0,0,0,10,0,0,10,10,0,-10,10,0,10,10
4105,Sudan,70,30,20,20,20,10,30,10,0,0,0,10,10,10,0,10,0,0,10,10,20
4106,Tunisia,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,10,0,0,0,20,10,10,0,0,0,0,0,0
4201,Bahrain,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,10,10
4202,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,20,-10,10,10,20,40,40,50,80,10,30,30,30,50,60,70,10,70,90,110,70
4204,Iraq,0,20,20,40,30,20,30,10,10,30,50,100,180,50,50,60,-10,60,10,10,10
4205,Israel,10,10,0,10,10,0,10,10,10,-10,30,0,10,0,0,10,0,-10,0,0,0
4206,Jordan,10,0,0,10,10,10,10,20,0,10,10,-10,10,10,10,10,0,10,-10,10,0
4207,Kuwait,0,0,0,0,20,10,10,0,10,0,0,0,0,-10,0,0,10,0,0,20,50
4208,Lebanon,10,10,10,10,10,10,10,10,20,10,10,0,10,0,10,10,0,20,20,20,10
4211,Oman,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,-10,0,0,10,10
4212,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,10,10
4213,Saudi Arabia,10,10,0,60,120,70,40,-50,-70,-30,-30,-20,-10,20,10,-10,-40,10,10,10,30
4214,Syria,0,0,0,10,10,10,0,0,10,10,20,10,30,50,90,10,0,10,30,70,30
4215,Türkiye,10,0,10,0,20,10,-10,10,-10,0,10,0,10,10,10,10,-10,0,10,0,10
4216,Unit Arab Emir,-10,0,0,10,0,20,0,20,10,10,20,20,30,30,10,10,10,20,30,30,80
4217,Yemen,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
5101,Myanmar,10,10,10,60,60,20,10,20,20,30,30,30,10,20,20,20,-10,30,30,30,20
5102,Cambodia,10,0,10,10,10,10,10,0,20,40,0,-10,20,20,30,0,-20,40,30,20,-10
5103,Laos,-10,0,0,30,10,0,0,10,10,0,-10,0,10,10,10,0,-10,0,10,0,0
5104,Thailand,30,20,30,20,40,40,10,70,40,70,50,50,40,50,30,40,-20,60,80,30,30
5105,Vietnam,30,50,60,100,140,120,80,60,90,100,60,80,130,110,70,100,-40,100,220,220,100
5201,Brunei,0,0,0,10,0,-10,0,0,0,10,0,0,0,10,0,0,0,0,10,10,0
5202,Indonesia,40,20,90,10,60,30,0,-10,40,70,70,30,100,80,-50,40,-120,50,150,70,90
5203,Malaysia,0,90,90,80,120,70,60,50,50,10,60,60,110,80,40,20,-70,60,30,40,40
5204,Philippines,60,100,80,140,150,140,90,210,220,200,300,240,250,260,240,240,-20,170,500,340,300
5205,Singapore,10,10,30,60,50,30,10,50,-20,10,0,50,40,40,0,-40,-30,50,20,20,10
5206,Timor-Leste,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,-10,0,0
6101,China,320,340,400,570,730,740,330,390,360,710,1 160,1 340,1 510,1 510,120,-1 670,-1 670,620,1 860,1 110,580
6102,Hong Kong,10,10,20,10,50,-20,-20,10,0,30,50,40,50,30,20,20,-10,90,100,70,50
6103,Macau,0,0,0,10,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0
6104,Mongolia,10,0,0,10,0,10,0,0,-10,10,30,40,10,40,40,20,-30,0,100,40,-30
6105,Taiwan,0,0,20,20,0,0,0,30,50,30,-10,10,20,40,0,-20,-40,30,40,40,30
6201,Japan,30,-10,20,20,0,-40,10,10,0,10,-10,30,20,0,-30,-10,0,30,30,0,10
6202,Korea, North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,Korea, South,60,10,50,70,130,30,40,220,90,-20,-10,-10,60,20,-10,-80,-110,20,110,110,-10
7101,Bangladesh,20,20,30,40,80,60,40,60,100,30,50,20,60,50,80,100,-20,50,130,150,130
7102,Bhutan,10,0,0,0,20,40,30,60,20,60,100,100,100,310,260,340,-40,630,1 180,650,220
7103,India,170,140,330,390,560,520,150,530,420,660,920,670,710,800,950,1 030,-170,720,1 800,1 190,1 470
7104,Maldives,0,0,0,10,0,0,10,0,0,0,0,0,-10,0,0,0,0,0,0,0,0
7105,Nepal,10,0,30,60,50,30,30,40,60,80,80,40,60,160,170,160,-60,380,810,430,440
7106,Pakistan,30,50,80,60,90,90,60,100,170,170,210,120,120,140,110,40,-20,150,360,280,270
7107,Sri Lanka,60,50,90,90,100,100,80,120,90,100,90,80,70,90,70,70,-30,110,200,200,400
7201,Afghanistan,50,20,10,20,30,20,20,30,20,50,30,30,20,40,20,20,20,130,100,100,130
7202,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7203,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7204,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,Kazakhstan,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0
7206,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,Uzbekistan,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0
8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,Canada,30,40,20,40,50,60,40,50,10,20,10,50,0,20,10,60,-10,-10,10,20,10
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,140,80,190,130,100,130,120,210,90,90,110,60,70,20,100,120,10,50,10,50,70
8201,Argentina,-10,10,-10,0,10,10,0,0,0,0,0,0,10,0,20,10,0,0,20,0,0
8202,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8203,Brazil,20,20,10,10,20,0,10,20,10,10,10,20,20,40,0,20,-10,10,70,40,10
8204,Chile,0,20,0,10,10,10,0,20,20,0,0,0,20,10,10,20,-10,0,30,10,20
8205,Colombia,10,10,10,20,10,10,10,20,10,20,10,0,20,30,50,40,-10,0,80,40,0
8206,Ecuador,10,0,0,0,0,0,0,0,10,20,0,-10,0,0,10,0,-10,0,10,0,0
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8213,Peru,0,10,10,10,0,10,10,10,10,-10,0,0,0,10,0,10,0,10,20,20,-10
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8216,Venezuela,0,0,0,0,0,10,10,10,0,0,0,10,10,10,10,0,0,0,10,10,0
8299,S America, nec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
8303,El Salvador,-10,0,0,0,0,0,0,0,10,0,0,0,0,20,0,20,0,0,0,0,0
8304,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
8305,Honduras,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0
8306,Mexico,0,-10,0,10,10,10,20,20,10,20,10,20,10,10,10,0,0,-10,10,10,0
8307,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8308,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,Virgin Is, Brit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,Virgin Is, US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,Congo, Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9108,Congo, Dem Rep,0,10,0,10,10,10,10,0,0,10,10,0,0,10,0,10,0,10,0,20,10
9111,Cote d'Ivoire,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Ghana,-10,10,10,0,0,10,20,10,10,10,10,0,0,10,20,10,-10,0,10,10,30
9116,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,0,40,0,0,10,10,10,0,0,10,0,-10,0,0,0,0,0,0,0,0,0
9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,0,10,10,10,20,10,10,20,30,50,40,70,50,50,60,30,-10,40,80,70,70
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9127,Sierra Leone,40,10,10,0,0,0,0,0,0,20,0,10,10,0,0,0,0,10,0,0,0
9128,Togo,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,Botswana,0,0,0,0,0,0,0,10,0,0,-10,0,0,0,0,0,0,0,10,0,0
9203,Burundi,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9206,Eritrea,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10
9207,Ethiopia,20,0,0,-10,10,0,10,20,0,10,10,0,10,0,0,0,0,10,10,20,30
9208,Kenya,20,10,20,20,10,10,0,20,20,30,20,10,30,10,20,0,-10,30,30,40,30
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9213,Malawi,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
9214,Mauritius,0,0,10,30,30,10,10,10,10,10,0,10,10,10,20,10,0,10,10,0,10
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
9217,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,Rwanda,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9224,Somalia,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
9225,South Africa,50,40,70,80,110,90,110,170,100,80,90,60,70,80,70,80,20,50,100,110,70
9226,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9227,Tanzania,0,20,10,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
9228,Uganda,0,0,10,0,0,10,10,10,0,0,0,10,0,0,0,0,0,0,10,10,10
9231,Zambia,10,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0
9232,Zimbabwe,40,40,30,50,60,30,20,30,20,20,20,20,20,20,10,20,0,20,50,20,50
9299,S & E Afr, nec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,Total Australian-born,-930,-700,-510,-680,-310,-240,-610,-180,-400,-760,-610,-500,-440,-220,-220,690,-330,-700,-770,-600,-430
,Total overseas-born,1 750,1 860,2 450,3 200,3 920,3 330,2 340,4 190,3 320,3 480,4 100,3 830,4 590,4 810,3 030,1 550,-2 830,4 060,9 180,6 460,5 410
,,,,,,,,,,,,,,,,,,,,,,
,Total,820,1 160,1 940,2 520,3 610,3 090,1 740,4 020,2 920,2 720,3 500,3 330,4 150,4 600,2 810,2 240,-3 150,3 360,8 410,5 860,4 980
,,,,,,,,,,,,,,,,,,,,,,
© Commonwealth of Australia 2025,,,,,,,,,,,,,,,,,,,,,,
