Table 1.4 Net overseas migration by country of birth, Queensland, 2004-05 to 2024-25(a)(b),,,,,,,,,,,,,,,,,,,,,,
SACC code(c),Country of birth(c),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25(d)
3102,Gibraltar,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,50,40,80,50,120,110,90,380,580,550,370,190,160,70,110,150,-150,20,590,440,580
3105,Malta,10,10,10,10,0,-10,0,10,0,0,-10,0,0,0,10,0,0,0,10,10,10
3106,Portugal,30,0,40,50,40,30,30,70,100,50,30,20,10,0,40,60,-20,0,50,90,40
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,20,60,50,-10,50,60,110,210,240,110,80,140,200,210,180,360,-160,30,880,200,310
3201,Albania,10,10,10,10,10,10,20,10,20,20,20,20,20,0,10,10,0,-10,10,10,10
3202,Bosnia/Herzegov,30,-10,20,0,20,20,0,10,0,-10,10,10,30,10,-10,30,0,-50,-10,-10,-30
3203,Bulgaria,20,0,20,10,10,10,0,10,30,30,30,10,10,20,10,10,-10,-10,10,10,10
3204,Croatia,40,-10,10,0,10,0,10,30,20,10,0,0,20,0,-10,0,-20,-20,-10,-10,-10
3205,Cyprus,0,20,10,0,20,0,0,10,10,10,10,10,-10,0,0,0,0,0,10,10,0
3206,North Macedonia,30,20,30,10,30,20,20,20,10,10,0,10,10,10,10,-30,0,40,0,30,0
3207,Greece,-10,-20,10,10,10,10,20,80,130,40,20,0,10,10,0,10,0,-10,20,-10,-10
3208,Moldova,10,10,10,0,10,10,10,20,20,10,10,0,0,10,0,10,0,20,30,10,0
3211,Romania,20,120,100,80,40,30,60,90,50,40,30,60,30,50,50,30,-10,10,50,50,30
3212,Slovenia,10,20,40,60,30,-10,30,30,30,10,10,30,20,10,0,0,-10,-10,10,0,0
3214,Montenegro,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Serbia,20,30,40,50,40,30,20,10,40,20,30,20,10,0,20,20,-10,-30,0,0,-20
3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0
3301,Belarus,10,10,0,10,10,10,10,10,20,20,20,10,10,10,10,10,10,20,20,10,10
3302,Czechia,40,20,20,40,50,60,20,50,50,40,40,10,70,30,30,10,-30,20,90,0,0
3303,Estonia,20,0,20,40,120,110,60,80,160,80,-20,20,50,90,30,-10,-80,10,110,50,80
3304,Hungary,30,20,90,120,160,70,20,120,130,20,70,90,50,30,0,10,-40,20,50,40,20
3305,Latvia,20,10,30,20,20,30,20,20,30,20,20,20,20,0,10,20,0,10,20,20,0
3306,Lithuania,20,10,10,10,10,20,20,40,30,30,10,20,50,40,10,30,-20,50,70,40,10
3307,Poland,70,40,60,70,100,100,40,120,120,80,110,80,120,90,50,50,-30,20,120,90,20
3308,Russia,90,80,120,130,140,160,200,220,270,170,140,70,160,140,110,140,-30,170,380,170,110
3311,Slovakia,10,10,20,20,20,10,20,20,30,20,30,20,50,0,0,0,-10,10,40,30,10
3312,Ukraine,30,40,50,60,30,20,70,110,90,110,100,50,60,60,80,60,0,590,210,50,50
4101,Algeria,0,0,20,-10,10,10,0,0,10,10,0,-10,10,10,0,10,0,-10,10,10,0
4102,Egypt,80,70,80,80,80,70,60,90,110,70,80,80,110,90,170,190,30,60,150,140,100
4103,Libya,10,10,10,40,90,70,120,-10,-30,-70,0,10,0,0,10,-10,0,-20,20,0,-10
4104,Morocco,10,10,0,10,10,10,10,10,10,20,20,10,10,0,20,10,0,0,20,40,20
4105,Sudan,730,590,340,130,110,90,70,90,100,80,100,60,80,70,40,60,-10,20,60,40,50
4106,Tunisia,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,10,0,10
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,10,40,60,30,100,40,10,10,10,10,10,10,40
4201,Bahrain,20,30,10,10,20,-10,0,10,-10,0,0,20,20,10,10,10,0,20,20,20,20
4202,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,130,180,270,190,260,310,400,560,750,540,270,270,380,280,590,400,70,370,770,720,620
4204,Iraq,60,70,120,130,280,220,210,90,190,320,230,450,690,270,460,510,-30,120,250,390,280
4205,Israel,30,30,70,20,0,30,30,30,50,20,-10,10,50,0,50,40,-20,10,70,70,60
4206,Jordan,0,0,10,40,30,30,30,30,60,30,30,50,60,30,30,20,-20,10,50,40,30
4207,Kuwait,10,30,40,40,50,30,40,100,30,20,0,-10,0,-60,-40,-20,-10,30,40,80,150
4208,Lebanon,30,20,40,30,30,20,40,50,60,20,30,20,50,30,40,60,10,50,40,80,30
4211,Oman,30,-10,-20,10,30,30,0,-20,10,10,-10,10,20,-10,-10,-60,-20,20,40,50,30
4212,Qatar,0,0,0,20,10,10,10,10,10,10,-10,10,10,20,40,20,10,20,50,60,60
4213,Saudi Arabia,170,250,300,830,650,310,150,-40,-250,-150,-210,-220,-100,-20,60,-160,-310,-30,140,270,110
4214,Syria,0,10,20,0,20,10,30,10,40,20,40,130,850,380,270,60,20,150,250,170,160
4215,Türkiye,40,60,70,40,60,70,40,80,40,20,-10,30,40,30,100,80,-10,50,290,250,120
4216,Unit Arab Emir,80,110,40,90,20,40,30,30,40,20,80,90,100,120,140,100,60,150,210,220,220
4217,Yemen,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,10,10,10,10
5101,Myanmar,30,30,220,230,310,250,110,240,180,210,210,210,210,190,380,220,0,140,260,380,350
5102,Cambodia,50,70,80,50,50,90,90,120,90,50,70,90,90,70,90,60,-10,80,50,100,100
5103,Laos,40,40,20,10,40,20,200,40,20,30,30,30,20,10,30,50,-10,0,60,60,20
5104,Thailand,370,410,560,660,780,590,360,380,560,590,680,870,780,540,690,560,-150,1 040,2 160,830,460
5105,Vietnam,230,590,640,670,1 030,750,530,590,790,940,740,600,790,730,800,940,-80,750,1 670,1 770,1 070
5201,Brunei,40,30,20,80,30,10,0,-10,-10,-10,-10,20,10,-10,10,10,-10,30,30,20,0
5202,Indonesia,30,240,40,260,240,300,220,330,270,60,170,310,350,340,360,350,-250,290,1 280,1 170,910
5203,Malaysia,520,470,690,950,990,930,710,580,470,410,590,880,800,340,90,270,-350,410,610,450,400
5204,Philippines,720,1 010,1 760,2 430,2 710,1 720,1 750,2 830,2 640,2 190,2 150,2 030,2 160,2 220,3 690,2 580,290,2 330,8 200,5 910,4 100
5205,Singapore,340,110,150,-390,340,280,590,870,440,260,-220,-760,370,-450,-340,-970,-240,380,-390,180,200
5206,Timor-Leste,-10,0,0,-10,10,0,10,10,-10,20,0,-20,0,-10,0,90,0,210,730,330,410
6101,China,2 140,2 190,2 930,3 440,3 870,3 630,2 410,1 780,2 530,3 160,4 190,5 160,6 160,5 520,2 360,-1 090,-6 030,1 400,7 520,5 910,4 830
6102,Hong Kong,230,190,260,230,290,340,200,180,420,410,360,320,350,140,240,480,-30,1 450,1 250,770,580
6103,Macau,20,30,50,40,20,20,10,10,-30,-10,20,40,30,10,20,-40,-40,30,20,20,0
6104,Mongolia,10,0,0,20,30,10,30,20,30,60,10,50,100,80,140,20,-80,20,620,270,0
6105,Taiwan,190,340,390,570,710,540,840,1 530,2 460,1 380,620,890,720,830,90,-950,-910,740,2 590,1 790,1 480
6201,Japan,1 140,1 500,1 510,770,600,490,490,720,500,410,430,440,370,-250,-280,-1 000,-540,640,2 090,1 310,110
6202,Korea, North,0,-10,-10,-10,0,0,0,0,0,0,20,10,10,-10,-10,0,-10,-10,-10,10,0
6203,Korea, South,1 170,1 790,2 410,2 710,2 400,510,290,900,1 100,270,760,800,850,660,170,-800,-1 340,410,1 990,1 450,960
7101,Bangladesh,80,70,180,130,190,220,150,200,200,180,170,160,180,190,180,140,-30,190,430,540,740
7102,Bhutan,0,0,10,0,80,80,120,80,90,140,50,30,80,220,390,340,-10,160,1 360,1 130,320
7103,India,1 310,1 580,2 760,6 940,10 090,3 690,410,2 010,2 940,5 680,4 780,4 170,4 470,5 260,7 680,6 380,-1 230,3 720,11 340,9 660,7 900
7104,Maldives,0,10,-10,10,-10,10,0,-20,0,20,0,20,0,0,0,10,-10,0,10,10,0
7105,Nepal,60,30,210,590,1 100,460,110,250,430,1 450,520,750,1 160,1 550,2 260,1 160,-140,980,1 770,1 420,1 500
7106,Pakistan,100,120,190,190,300,250,310,410,600,600,500,520,470,400,450,290,-70,310,1 140,1 130,980
7107,Sri Lanka,240,330,540,710,640,390,420,520,790,340,350,420,500,420,640,540,-70,630,1 560,1 750,1 400
7201,Afghanistan,140,160,120,110,140,120,110,190,360,500,290,220,310,250,200,210,190,960,630,920,750
7202,Armenia,10,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0
7203,Azerbaijan,0,10,10,0,10,10,10,0,10,10,0,0,0,10,0,0,0,10,10,0,0
7204,Georgia,10,0,20,0,0,10,0,10,10,0,0,0,0,10,10,0,0,10,10,10,10
7205,Kazakhstan,10,10,10,20,30,20,20,30,30,20,20,10,10,20,20,20,-10,30,40,10,10
7206,Kyrgyzstan,0,10,10,10,0,10,0,0,10,0,10,0,0,0,0,0,0,0,10,10,10
7207,Tajikistan,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
7211,Uzbekistan,20,10,10,10,20,10,10,10,10,10,20,10,10,10,10,10,-10,10,20,40,50
8101,Bermuda,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0
8102,Canada,300,370,450,580,420,470,480,650,440,310,230,180,290,150,200,240,-130,490,720,550,450
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,540,520,1 290,60,890,730,1 060,1 850,970,260,200,130,490,-240,30,50,60,280,850,520,700
8201,Argentina,40,20,20,20,30,10,30,60,110,60,70,60,90,100,180,220,-30,330,1 290,720,170
8202,Bolivia,0,0,10,10,0,10,0,10,10,0,-10,0,0,10,20,20,0,10,30,10,10
8203,Brazil,360,570,720,830,470,140,70,310,320,830,580,1 260,2 090,1 620,1 220,620,-460,970,3 970,1 910,350
8204,Chile,20,30,70,30,100,60,110,70,20,-10,60,120,140,230,320,120,-70,340,1 190,530,150
8205,Colombia,40,110,360,490,510,250,90,350,390,250,340,530,790,830,1 080,1 120,-320,300,5 550,1 300,-1 030
8206,Ecuador,10,0,0,10,30,10,20,30,50,110,30,-30,0,0,-20,30,-10,20,460,470,110
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,0,0,0,10,0,10,10,-10,0,0,0,0,0,0,0,0,0,0,0,0
8212,Paraguay,0,10,0,0,0,0,0,0,10,-10,0,0,30,0,-10,10,0,10,10,20,0
8213,Peru,30,80,90,140,120,70,20,60,70,20,10,10,60,100,110,90,-20,80,470,290,120
8214,Suriname,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0
8215,Uruguay,-10,0,0,0,0,0,-10,20,10,0,10,10,30,30,30,10,-10,40,80,50,30
8216,Venezuela,20,40,10,60,60,90,110,80,100,70,90,190,200,0,30,50,-20,20,140,90,20
8299,S America, nec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,0,0,10,10,0,0,10,10,0,10,0,10,-10,10,10,0,0,10,10,0,0
8303,El Salvador,10,0,0,10,20,30,10,20,10,20,10,10,0,0,10,10,10,10,30,10,0
8304,Guatemala,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,20,20,10,10
8305,Honduras,0,0,0,0,0,0,0,0,0,10,-10,-10,0,0,10,10,0,10,0,0,0
8306,Mexico,20,30,50,50,30,50,60,60,40,60,40,70,80,70,80,100,-20,80,360,170,80
8307,Nicaragua,0,0,10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
8308,Panama,0,0,0,0,10,10,0,0,0,10,0,10,0,0,0,10,0,-10,0,10,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
8405,Barbados,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
8406,Cayman Islands,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,10,10,10,10,0,0,10,20,20,10,10,10,20,30,20,10,0,0,30,10,0
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,10,20,0,0
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,Jamaica,10,20,0,10,10,10,50,10,10,10,10,0,0,0,0,0,10,10,10,0,10
8416,Martinique,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,0,0,10,-10,0,0,0,0,0,0,10,10,10,0,0,0,0,10,0,0
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,0,10,10,10,10,0,20,20,20,30,0,-20,-10,0,10,0,0,10,20,0,10
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,Virgin Is, Brit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,Virgin Is, US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0
9103,Cameroon,0,0,0,0,0,20,10,0,10,0,10,10,0,10,10,20,0,10,0,50,10
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,80,0,0,20,100,10
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,10,20,10
9107,Congo, Rep,30,10,20,10,10,30,20,80,20,0,0,10,10,20,0,10,0,10,10,20,0
9108,Congo, Dem Rep,0,20,100,100,60,110,80,260,90,190,170,280,160,290,610,310,10,70,80,510,340
9111,Cote d'Ivoire,10,10,10,10,10,20,0,0,10,10,10,0,0,0,0,10,0,10,10,0,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Ghana,10,20,30,40,30,40,10,50,40,40,40,70,50,100,40,30,-10,50,120,150,100
9116,Guinea,20,20,20,10,0,20,10,10,10,10,10,0,10,20,10,0,10,10,0,10,10
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,110,80,50,40,30,50,20,20,10,30,10,10,20,0,0,0,0,10,10,20,10
9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
9123,Niger,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,40,40,60,50,60,80,90,80,100,100,160,320,300,160,150,140,0,270,430,340,230
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
9127,Sierra Leone,120,50,30,10,20,70,20,20,10,0,0,0,20,90,0,0,10,10,-10,10,10
9128,Togo,10,0,10,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,Angola,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,Botswana,20,-10,-10,10,20,10,0,-10,20,0,20,20,0,20,10,20,-10,10,20,20,30
9203,Burundi,60,100,120,60,40,30,20,20,10,40,50,20,40,100,180,90,0,20,30,100,100
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
9206,Eritrea,10,40,20,20,30,80,50,40,80,120,190,170,70,90,60,80,0,10,60,30,40
9207,Ethiopia,60,60,50,50,100,90,80,110,120,170,120,150,120,130,130,120,20,50,70,160,130
9208,Kenya,120,120,150,90,120,130,70,90,100,120,140,160,200,170,210,210,0,180,1 090,920,360
9211,Lesotho,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,Madagascar,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0
9213,Malawi,20,0,10,10,30,0,0,40,20,0,0,20,10,10,30,0,0,20,20,50,50
9214,Mauritius,10,30,40,120,100,40,0,20,40,40,10,0,20,20,20,30,-20,20,50,40,30
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,0,30,0,0,0,20,10,10,10,-10,10,10,0,0,10,0,-10,0,10,10,10
9217,Namibia,20,20,10,20,40,10,20,10,10,0,10,20,10,10,10,10,0,20,30,30,10
9218,Reunion,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,10,0,0
9221,Rwanda,0,20,30,20,20,40,40,30,10,0,20,30,20,20,50,30,0,10,10,100,60
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,20,10,0,-10,0,10,0,0,0,0,0,10,10,-10,-10,-10,0,0,0,0,0
9224,Somalia,30,60,80,50,50,180,110,120,160,270,140,260,40,70,60,10,10,20,20,40,50
9225,South Africa,1 400,1 990,2 480,3 160,3 630,1 470,1 440,1 660,1 350,820,800,1 040,1 500,1 120,1 670,1 680,490,1 340,2 420,2 800,2 110
9226,Eswatini,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
9227,Tanzania,40,80,110,80,30,30,10,20,20,10,10,0,30,20,100,80,-10,10,30,40,10
9228,Uganda,30,40,70,20,30,20,30,40,40,20,50,80,20,80,20,60,10,50,90,120,50
9231,Zambia,30,40,60,60,40,50,30,80,50,20,-10,20,30,10,-10,20,10,30,30,100,100
9232,Zimbabwe,490,510,600,710,630,280,170,280,170,100,150,210,240,130,180,180,20,180,510,590,580
9299,S & E Afr, nec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,Total Australian-born,-3 370,-2 810,-1 100,-1 970,-220,-60,-1 210,-1 130,-1 700,-3 990,-5 160,-4 200,-3 110,-2 960,-2 620,4 340,520,-1 810,-5 070,-4 430,-2 990
