Table 1.5 Net overseas migration by country of birth, South Australia, 2004-05 to 2024-25(a)(b),,,,,,,,,,,,,,,,,,,,,,
SACC code(c),Country of birth(c),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25(d)
3105,Malta,0,0,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0
3106,Portugal,10,10,10,10,0,0,10,10,0,20,10,10,0,0,10,10,-10,0,10,0,10
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,10,10,30,20,30,30,40,20,20,40,40,30,-10,30,-10,-10,-10,0,20,0,10
3201,Albania,-10,10,10,20,30,40,10,20,20,40,20,0,10,10,10,10,-10,10,30,20,0
3202,Bosnia/Herzegov,10,0,20,-10,0,0,0,10,-10,0,0,0,-10,0,0,-10,-10,0,-10,-10,-10
3203,Bulgaria,0,10,10,10,0,10,0,0,20,10,0,10,0,10,10,0,0,0,0,10,0
3204,Croatia,10,-20,0,-20,0,10,0,-10,10,-10,10,-10,0,0,10,10,-20,-20,-10,-10,-10
3205,Cyprus,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
3206,North Macedonia,0,0,0,0,0,-10,0,10,0,10,0,0,0,0,0,-10,-10,0,0,0,0
3207,Greece,0,0,0,-10,10,20,40,80,80,70,20,10,20,10,10,10,-10,-10,0,-10,-20
3208,Moldova,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,10,10,0,0
3211,Romania,20,10,40,10,20,40,20,30,30,-10,20,0,10,0,0,30,0,0,0,-10,10
3212,Slovenia,0,10,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0
3214,Montenegro,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Serbia,10,20,20,20,10,20,10,20,10,30,20,10,20,10,10,10,-10,0,0,0,0
3216,Kosovo,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3301,Belarus,0,0,10,0,0,0,0,0,10,10,10,10,10,10,10,10,0,0,10,0,0
3302,Czechia,0,0,10,0,0,10,0,10,-10,0,0,20,10,-10,0,0,0,0,10,0,0
3303,Estonia,10,10,10,0,20,0,0,10,20,0,20,10,20,10,0,10,-10,0,20,10,10
3304,Hungary,10,-10,20,0,0,30,10,10,20,30,30,40,30,10,10,10,-10,10,20,10,10
3305,Latvia,0,10,10,0,0,20,10,10,20,10,0,0,10,10,10,10,0,0,0,0,0
3306,Lithuania,10,10,10,10,0,0,10,10,10,10,10,0,10,10,10,0,0,0,0,0,0
3307,Poland,60,50,70,0,30,40,10,30,40,30,20,20,20,20,20,50,-30,0,10,10,10
3308,Russia,40,60,50,80,80,80,50,70,90,60,40,30,50,70,30,50,-10,50,110,40,40
3311,Slovakia,0,0,-10,0,0,10,0,0,10,10,10,0,-10,0,0,0,0,-10,10,10,0
3312,Ukraine,30,30,20,20,30,20,10,30,20,40,40,20,30,80,30,30,0,230,80,40,20
4101,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
4102,Egypt,30,70,40,40,20,70,60,80,110,50,80,80,50,80,110,120,10,100,100,70,70
4103,Libya,0,0,10,0,0,10,20,0,0,-10,0,-10,10,0,0,0,0,0,10,0,0
4104,Morocco,0,0,0,0,0,0,0,10,10,0,10,10,10,0,0,20,0,10,10,0,0
4105,Sudan,400,250,130,70,70,20,20,30,40,30,10,30,40,20,10,-20,0,0,20,0,10
4106,Tunisia,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,10,0,40,30,30,20,10,0,0,0,10,0,10
4201,Bahrain,0,10,0,10,0,0,0,0,0,0,10,0,10,0,0,-10,10,0,10,10,10
4202,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,80,80,180,150,230,170,180,310,370,270,300,220,240,240,270,290,30,250,420,440,390
4204,Iraq,40,50,50,50,150,100,170,40,-10,80,90,40,70,30,30,80,-10,40,10,20,30
4205,Israel,10,10,0,-10,10,20,20,20,20,20,0,10,30,0,10,10,0,0,0,0,10
4206,Jordan,10,0,0,0,10,10,10,20,20,10,10,40,10,30,20,30,-10,10,10,10,30
4207,Kuwait,0,10,10,0,30,40,30,30,20,0,20,10,30,30,30,20,0,30,40,60,70
4208,Lebanon,40,60,60,20,20,0,20,40,40,30,40,20,50,40,20,80,30,50,30,60,40
4211,Oman,10,0,0,-10,10,10,0,0,20,30,40,30,0,10,10,-50,-20,10,10,0,10
4212,Qatar,10,0,0,0,10,0,-10,0,0,0,0,0,10,20,10,10,0,10,20,30,20
4213,Saudi Arabia,10,30,40,120,270,160,100,190,140,90,50,-140,-110,-110,50,-60,-210,30,100,120,70
4214,Syria,10,0,10,10,20,10,0,10,0,20,80,350,480,110,30,130,0,80,120,130,180
4215,Türkiye,30,20,20,-10,20,10,10,10,20,10,-10,10,20,20,20,20,10,10,50,40,30
4216,Unit Arab Emir,10,10,30,30,30,20,-20,20,30,40,50,60,90,110,120,80,20,70,90,100,150
4217,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
5101,Myanmar,10,20,90,140,130,120,100,190,170,100,130,160,120,140,210,120,-10,120,230,170,150
5102,Cambodia,80,70,70,70,60,110,80,100,70,90,100,90,90,120,120,140,0,110,160,150,150
5103,Laos,0,-10,0,10,10,10,0,20,0,20,20,-20,-10,10,20,0,-20,30,20,30,0
5104,Thailand,70,110,90,120,130,110,30,110,90,130,120,160,150,110,120,140,-20,220,450,190,70
5105,Vietnam,170,240,370,400,500,370,240,270,360,510,420,540,520,540,640,720,-110,740,1 350,1 370,600
5201,Brunei,0,10,0,10,0,0,0,0,0,0,0,0,10,10,10,0,0,10,10,0,0
5202,Indonesia,40,-80,170,120,-20,20,110,140,-30,70,130,30,-40,120,30,60,-130,160,580,800,750
5203,Malaysia,410,330,440,520,570,510,260,200,240,190,250,360,320,250,330,220,-190,320,370,270,230
5204,Philippines,210,440,680,740,690,690,620,730,920,920,800,710,620,700,930,890,60,760,2 090,1 540,990
5205,Singapore,130,140,120,140,160,110,60,100,120,140,140,90,110,40,100,0,-50,180,140,120,120
5206,Timor-Leste,0,0,0,0,10,20,0,10,-10,10,0,0,0,-10,-10,100,-20,100,50,60,70
6101,China,1 490,2 090,2 420,2 620,2 540,2 650,1 230,1 080,1 240,1 960,2 760,2 920,2 880,1 920,1 400,-1 080,-2 050,1 230,3 050,2 460,1 770
6102,Hong Kong,180,70,150,150,180,180,140,70,110,260,170,170,80,130,270,340,-150,830,660,340,190
6103,Macau,0,0,0,10,10,10,0,0,0,10,10,10,10,0,10,10,-10,10,10,0,10
6104,Mongolia,10,10,0,-10,20,20,0,-10,0,10,0,0,20,10,0,0,-20,0,40,30,0
6105,Taiwan,30,80,100,50,90,80,40,300,440,170,40,-30,20,50,-40,-70,-70,150,260,180,80
6201,Japan,130,120,90,40,40,-20,-20,60,70,20,20,30,40,-10,70,10,-70,100,180,130,80
6202,Korea, North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,Korea, South,280,430,520,450,370,260,100,140,120,60,40,40,80,80,60,0,-160,40,100,70,60
7101,Bangladesh,50,70,130,110,130,330,240,340,250,200,250,100,180,180,120,160,-30,130,370,540,810
7102,Bhutan,10,0,0,0,190,160,250,160,140,130,60,100,120,90,90,90,0,20,90,80,50
7103,India,1 020,1 560,2 460,3 260,4 750,2 570,890,1 300,1 710,1 970,2 490,2 560,2 630,3 570,4 860,5 240,-470,3 790,8 070,5 490,4 850
7104,Maldives,0,0,0,0,0,0,0,20,10,-30,0,0,0,0,0,10,0,0,20,0,0
7105,Nepal,10,20,40,160,410,160,170,160,210,250,250,350,700,740,890,860,-100,840,1 410,950,930
7106,Pakistan,100,100,140,150,150,200,210,240,360,480,480,350,470,520,530,450,20,380,760,830,790
7107,Sri Lanka,70,160,170,250,250,420,260,450,330,190,240,220,290,340,440,520,-60,470,1 060,970,960
7201,Afghanistan,110,380,440,330,190,240,360,230,300,780,480,430,400,530,500,410,190,540,750,1 180,1 010
7202,Armenia,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10
7203,Azerbaijan,0,0,0,0,0,10,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0
7204,Georgia,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
7205,Kazakhstan,10,0,10,10,10,10,10,10,0,10,10,0,20,0,10,10,0,10,10,10,10
7206,Kyrgyzstan,0,10,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,Uzbekistan,10,50,10,20,20,10,10,20,10,0,10,10,10,10,10,10,0,10,0,20,0
8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,Canada,70,80,110,100,90,60,50,80,70,40,10,20,70,80,110,90,-10,100,70,80,100
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,110,180,180,130,130,100,150,240,150,140,120,160,40,140,100,80,10,80,140,190,200
8201,Argentina,20,20,10,10,10,20,10,20,30,30,10,0,0,10,30,50,0,40,180,90,-10
8202,Bolivia,0,0,0,0,10,0,0,10,10,0,-10,0,10,0,0,0,0,0,0,0,0
8203,Brazil,20,60,50,70,50,50,30,20,80,310,-110,170,-130,160,190,190,-20,240,690,330,80
8204,Chile,-10,20,50,30,0,0,10,20,0,0,10,10,0,30,10,30,0,30,110,30,20
8205,Colombia,10,20,40,50,80,70,40,40,30,40,40,60,60,60,100,190,-40,80,1 350,450,-210
8206,Ecuador,10,0,0,0,0,10,0,0,10,20,0,-10,0,0,0,10,0,0,50,90,0
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8213,Peru,10,30,50,30,10,20,10,20,20,20,0,10,-10,20,0,30,-10,30,120,90,20
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,0,0,0,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,20,0,-10
8216,Venezuela,10,20,50,50,30,80,60,60,50,30,20,10,10,-10,20,50,10,30,120,120,50
8299,S America, nec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
8303,El Salvador,-10,0,0,0,10,10,0,10,10,10,0,0,0,0,0,10,10,0,20,10,10
8304,Guatemala,0,0,10,0,-10,0,0,0,0,0,0,0,0,10,0,10,0,10,20,10,0
8305,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,10,0
8306,Mexico,10,20,30,60,40,60,50,20,20,20,20,10,10,10,20,20,0,20,60,30,10
8307,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
8308,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,Virgin Is, Brit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,Virgin Is, US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,Congo, Rep,90,0,10,0,0,0,20,10,0,0,0,0,10,0,10,0,0,0,0,0,0
9108,Congo, Dem Rep,0,20,130,60,30,120,60,40,40,100,50,50,30,50,160,60,10,20,40,110,20
9111,Cote d'Ivoire,20,10,20,10,10,30,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Ghana,20,20,20,10,10,10,20,10,10,20,20,10,10,30,10,20,-10,20,70,60,30
9116,Guinea,20,10,20,20,10,30,0,10,0,10,10,10,20,0,10,0,0,10,0,10,10
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,140,70,110,20,40,60,10,40,20,40,10,10,30,10,10,10,10,10,20,10,10
9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,10,20,40,20,30,50,30,30,50,60,60,90,90,110,100,80,0,160,330,300,150
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9127,Sierra Leone,70,20,20,10,40,30,0,10,10,10,10,0,10,0,0,0,0,10,0,0,0
9128,Togo,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,Botswana,0,-10,-10,10,-10,0,-10,0,10,10,0,0,0,10,0,0,0,0,10,10,0
9203,Burundi,40,80,20,40,40,20,10,10,20,30,30,40,10,20,20,30,0,10,20,30,20
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9206,Eritrea,10,0,10,10,10,10,10,70,10,10,20,40,50,30,30,40,0,10,20,20,20
9207,Ethiopia,50,20,20,30,40,50,90,100,20,40,90,70,50,40,40,40,10,40,40,90,70
9208,Kenya,100,100,70,70,100,100,50,40,110,120,160,180,280,170,240,130,-30,200,450,460,230
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0
9213,Malawi,10,-10,10,10,0,0,10,10,0,30,0,0,0,10,10,10,0,0,0,20,10
9214,Mauritius,10,10,0,20,20,10,10,0,10,10,10,10,10,0,10,10,0,0,10,10,10
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
9217,Namibia,0,10,0,0,0,0,10,10,0,10,0,0,10,0,10,10,0,10,10,10,10
9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,Rwanda,10,0,10,10,10,10,10,10,10,10,10,10,0,0,10,0,0,0,10,20,10
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
9224,Somalia,50,10,10,10,20,30,10,20,10,20,30,20,0,0,10,0,10,0,10,10,0
9225,South Africa,340,430,500,520,630,370,310,410,300,170,170,170,270,340,510,520,90,370,630,730,380
9226,Eswatini,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9227,Tanzania,30,60,10,30,10,10,30,20,10,10,20,10,20,10,50,20,0,0,10,10,10
9228,Uganda,10,10,40,30,20,10,20,10,20,20,20,10,10,20,20,20,0,10,10,50,20
9231,Zambia,10,20,30,10,0,20,20,20,10,0,0,10,10,0,20,10,-10,10,20,30,10
9232,Zimbabwe,100,130,100,110,80,80,60,80,70,60,30,60,50,70,70,70,0,80,150,160,170
9299,S & E Afr, nec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,Total Australian-born,-950,-440,-380,-550,350,-20,-330,-430,-420,-640,-1 040,-940,-670,-550,-320,1 410,450,-310,-1 250,-1 130,-810
,Total overseas-born,9 500,12 300,15 010,15 880,17 660,14 560,9 500,12 790,12 100,12 280,12 190,12 220,12 840,13 270,15 460,13 520,-3 280,14 810,30 600,24 480,19 540
,,,,,,,,,,,,,,,,,,,,,,
,Total,8 550,11 870,14 630,15 330,18 010,14 540,9 170,12 360,11 680,11 640,11 150,11 280,12 180,12 720,15 140,14 930,-2 830,14 500,29 340,23 350,18 730
,,,,,,,,,,,,,,,,,,,,,,
© Commonwealth of Australia 2025,,,,,,,,,,,,,,,,,,,,,,
